Name,Sys_name,Chromosome,ORF_Start,ORF_End,TSS_stein_Start,TSS_stein_End,TSS_park_Start,TSS_park_End,Prom_len
RIM2,YBR192W,2,607652,608785,607452,609042,607502,609055,169
MED8,YBR193C,2,609753,609082,609788,608750,609813,608847,181
AIM4,YBR194W,2,610038,610409,609969,610595,609969,610565,181
MSI1,YBR195C,2,611882,610614,611925,610490,611875,610490,144
PGI1,YBR196C,2,613900,612236,613937,612069,613935,612072,809
YBR197C,YBR197C,2,615856,615203,615884,614746,615879,NaN,159
TAF5,YBR198C,2,618523,616127,618601,616043,618597,616036,209
KTR4,YBR199W,2,618909,620303,618810,620431,618816,620431,209
BEM1,YBR200W,2,620872,622527,620809,622749,620817,622749,378
DER1,YBR201W,2,623576,624211,623440,624335,623440,624335,691
MCM7,YBR202W,2,625772,628309,625728,628486,625742,628474,838
COS111,YBR203W,2,629168,631942,628941,631901,628865,632172,455
YBR204C,YBR204C,2,633381,632254,633425,632021,633443,631993,150
KTR3,YBR205W,2,633622,634836,633575,635002,633575,635014,150
YBR206W,YBR206W,2,634601,634924,633575,635002,NaN,NaN,150
FTH1,YBR207W,2,635146,636543,635092,636657,635094,636682,90
DUR1_2,YBR208C,2,642210,636703,642673,636585,NaN,636572,1000
YBR209W,YBR209W,2,642583,642900,NaN,NaN,NaN,NaN,NaN
ERV15,YBR210W,2,645550,645978,645514,645991,645512,646217,1000
AME1,YBR211C,2,647132,646158,647241,646025,647245,646031,239
NGR1,YBR212W,2,647886,649904,647480,650110,647480,650110,239
MET8,YBR213W,2,650368,651192,650298,651388,650216,651315,188
SDS24,YBR214W,2,651415,652998,651336,653190,NaN,653191,1000
HPC2,YBR215W,2,653356,655317,653319,655425,653315,655425,129
YBP1,YBR216C,2,657600,655576,657630,655292,657633,655283,138
ATG12,YBR217W,2,657832,658392,657768,658701,657785,658720,138
PYC2,YBR218C,2,662249,658707,662313,658577,662311,658591,446
YBR219C,YBR219C,2,663303,662499,NaN,NaN,NaN,NaN,NaN
YBR220C,YBR220C,2,664677,662995,664737,662759,664744,662856,176
PDB1,YBR221C,2,666253,665153,666456,664913,666456,664909,151
PCS60,YBR222C,2,668351,666720,668391,666607,668378,666606,25
TDP1,YBR223C,2,670297,668663,670317,668416,670323,668424,1000
YBR224W,YBR224W,2,670125,670640,NaN,NaN,NaN,NaN,NaN
YBR225W,YBR225W,2,670627,673329,NaN,NaN,670492,673585,NaN
YBR226C,YBR226C,2,673565,673155,NaN,NaN,NaN,NaN,NaN
MCX1,YBR227C,2,675134,673572,675192,673499,675192,673514,109
SLX1,YBR228W,2,675313,676227,675301,676358,675313,676321,109
ROT2,YBR229C,2,679221,676357,679228,676227,679228,676226,161
OM14,YBR230C,2,680050,679549,680078,679389,680088,679461,236
SWC5,YBR231C,2,683090,682179,683147,682140,683147,682140,202
YBR232C,YBR232C,2,683732,683373,NaN,NaN,NaN,NaN,NaN
PBP2,YBR233W,2,683428,684669,683349,684819,683300,684839,202
ARC40,YBR234C,2,686592,685438,686638,685362,686638,685360,182
YBR235W,YBR235W,2,686901,690263,686820,690358,686820,690360,182
ABD1,YBR236C,2,691693,690383,691731,690232,691731,690267,188
PRP5,YBR237W,2,691969,694518,691919,694611,691925,694611,188
YBR238C,YBR238C,2,697302,695107,697393,694593,697302,695093,850
ERT1,YBR239C,2,699943,698354,700093,698243,700093,698265,308
THI2,YBR240C,2,701842,700490,702409,700401,NaN,700261,124
YBR241C,YBR241C,2,704055,702589,704089,702533,704282,702522,427
YBR242W,YBR242W,2,704670,705386,704516,705455,704502,705453,427
ALG7,YBR243C,2,706793,705447,706837,705291,706825,705389,649
GPX2,YBR244W,2,707528,708016,707486,708136,707492,708136,649
ISW1,YBR245C,2,711539,708150,711393,708113,711385,708054,161
RRT2,YBR246W,2,711591,712754,711554,712881,711548,712894,161
ENP1,YBR247C,2,714455,713004,714479,712887,714476,712887,248
HIS7,YBR248C,2,716465,714807,716528,714727,716553,714736,237
ARO4,YBR249C,2,717994,716882,718084,716765,718084,716794,249
SPO23,YBR250W,2,719033,720604,718333,720629,NaN,720684,249
MRPS5,YBR251W,2,721390,722313,721349,722394,721322,722394,720
DUT1,YBR252W,2,722611,723054,722593,723126,722593,723127,199
SRB6,YBR253W,2,723270,723635,723216,723663,723209,723727,90
TRS20,YBR254C,2,724263,723736,724271,723593,724271,723567,149
MTC4,YBR255W,2,724456,726540,724420,726683,724433,726607,149
RIB5,YBR256C,2,728102,727386,728110,727331,728137,727322,726
POP4,YBR257W,2,728885,729724,728836,729781,728854,729781,726
SHG1,YBR258C,2,730162,729734,730195,729662,730195,729666,146
YBR259W,YBR259W,2,730387,732453,730341,732521,730338,732588,146
RGD1,YBR260C,2,734639,732639,734648,732508,734676,732537,56
TAE1,YBR261C,2,735530,734832,735555,734704,735555,734704,49
AIM5,YBR262C,2,736040,735720,736081,735604,736075,735606,143
SHM1,YBR263W,2,736264,737736,736224,737790,736224,737806,143
YPT10,YBR264C,2,738369,737770,738394,737729,738407,737733,152
TSC10,YBR265W,2,738582,739544,738546,739677,738546,739687,152
SLM6,YBR266C,2,740388,739936,NaN,NaN,NaN,NaN,NaN
REI1,YBR267W,2,739841,741022,739824,741142,739824,741142,147
MRPL37,YBR268W,2,741299,741616,741281,741713,741285,741716,139
FMP21,YBR269C,2,742576,742160,742597,742004,742597,742004,126
BIT2,YBR270C,2,744398,742761,744670,742723,744700,742723,156
YBR271W,YBR271W,2,744852,746111,744826,746209,744835,746277,156
HSM3,YBR272C,2,747803,746361,747810,746172,747830,746178,153
UBX7,YBR273C,2,749371,748061,749402,747963,749402,747954,142
CHK1,YBR274W,2,749594,751177,749544,751216,749558,751338,142
RIF1,YBR275C,2,757106,751356,757241,751265,757220,751216,309
PPS1,YBR276C,2,760043,757620,760138,757550,760138,757544,134
YBR277C,YBR277C,2,760616,760215,NaN,NaN,NaN,NaN,NaN
DPB3,YBR278W,2,760294,760899,760272,760991,760276,760991,134
PAF1,YBR279W,2,761257,762594,761224,762721,761229,762712,233
SAF1,YBR280C,2,764697,762784,764720,762601,764700,762608,124
DUG2,YBR281C,2,767606,764970,767647,764844,767655,764860,555
MRPL27,YBR282W,2,768240,768680,768202,768768,768201,768801,555
SSH1,YBR283C,2,770415,768943,770559,768798,770568,768791,333
YBR284W,YBR284W,2,771239,773632,770892,773780,771227,773800,333
YBR285W,YBR285W,2,773922,774356,773780,774372,773739,NaN,1000
APE3,YBR286W,2,774700,776313,774672,776380,774687,776379,300
YBR287W,YBR287W,2,776571,777854,776534,777968,776538,777968,154
APM3,YBR288C,2,779463,778012,779498,777922,779521,777946,147
SNF5,YBR289W,2,779667,782384,779645,782436,779638,782442,147
BSD2,YBR290W,2,782591,783556,782578,783660,782584,783661,142
CTP1,YBR291C,2,784572,783673,784608,783612,784608,783627,1000
YBR292C,YBR292C,2,785073,784702,NaN,NaN,NaN,NaN,NaN
VBA2,YBR293W,2,787006,788430,787093,788661,787106,788645,1000
SUL1,YBR294W,2,789235,791814,NaN,NaN,NaN,NaN,NaN
PCA1,YBR295W,2,792849,796499,792798,796606,792832,796621,1000
PHO89,YBR296C,2,798522,796798,798588,796558,798588,796520,1000
MAL33,YBR297W,2,800523,801929,800484,802171,800484,802166,1000
MAL31,YBR298C,2,804475,802631,804872,802538,NaN,802544,1000
MAL32,YBR299W,2,805351,807105,NaN,NaN,805141,NaN,NaN
YBR300C,YBR300C,2,809097,808600,NaN,NaN,NaN,NaN,NaN
PAU24,YBR301W,2,809057,809419,NaN,NaN,NaN,NaN,NaN
COS2,YBR302C,2,811479,810340,NaN,NaN,811486,810283,NaN
RER1,YCL001W,3,111916,112482,111890,112563,111897,112528,188
YCL002C,YCL002C,3,111675,110808,111702,110655,111702,110546,188
PGS1,YCL004W,3,109105,110670,109027,110747,109025,110747,99
LDB16,YCL005W,3,108021,108791,107981,108928,107975,108928,458
YCL007C,YCL007C,3,107366,106974,NaN,NaN,NaN,NaN,NaN
STP22,YCL008C,3,106853,105696,106861,105564,106857,105564,137
ILV6,YCL009C,3,105548,104619,105572,104471,105594,104471,1000
SGF29,YCL010C,3,104350,103571,104370,102070,104370,NaN,101
GBP2,YCL011C,3,103358,102075,103396,101965,103402,101990,974
BUD3,YCL014W,3,96281,101191,96186,101258,96178,101310,391
DCC1,YCL016C,3,95763,94621,95795,94479,95795,94480,391
NFS1,YCL017C,3,94270,92777,94372,92636,94385,92619,107
LEU2,YCL018W,3,91324,92418,91296,92494,NaN,NaN,1000
YCL019W,YCL019W,3,85102,90415,NaN,NaN,NaN,NaN,NaN
YCL020W,YCL020W,3,85102,86418,NaN,NaN,NaN,NaN,NaN
YCL022C,YCL022C,3,82085,81570,NaN,NaN,NaN,NaN,NaN
YCL023C,YCL023C,3,79296,78949,NaN,NaN,NaN,NaN,NaN
KCC4,YCL024W,3,79162,82275,79106,82322,79090,82386,1000
AGP1,YCL025C,3,77919,76018,77945,75936,77950,75925,1000
FUS1,YCL027W,3,71803,73341,NaN,NaN,71775,73432,NaN
RNQ1,YCL028W,3,70150,71367,70118,71495,70118,71439,147
BIK1,YCL029C,3,69921,68599,69971,68353,69981,68338,147
HIS4,YCL030C,3,68333,65934,68393,65827,68393,65849,1000
RRP7,YCL031C,3,65568,64675,65601,64573,65619,64556,226
STE50,YCL032W,3,63441,64481,63388,64580,63364,64676,95
MXR2,YCL033C,3,63282,62776,63293,62705,63247,62705,95
LSB5,YCL034W,3,61658,62722,61608,62798,61634,62794,406
GRX1,YCL035C,3,61173,60841,61202,60747,61237,60715,406
GFD2,YCL036W,3,59026,60726,58988,60822,58972,60822,243
SRO9,YCL037C,3,58678,57374,58745,56801,58745,57287,243
ATG22,YCL038C,3,56527,54941,56586,54863,56583,54863,215
GID7,YCL039W,3,52645,54882,52625,54924,52625,54924,107
GLK1,YCL040W,3,50838,52340,50809,52518,50809,52518,414
YCL041C,YCL041C,3,50627,50133,NaN,NaN,NaN,NaN,NaN
YCL042W,YCL042W,3,50584,50943,50395,52518,50405,NaN,137
PDI1,YCL043C,3,50221,48653,50258,48557,50258,48590,137
MGR1,YCL044C,3,48364,47111,48417,46937,48405,46937,140
EMC1,YCL045C,3,46905,44623,46945,44562,46945,44562,1000
YCL046W,YCL046W,3,46640,46963,NaN,NaN,NaN,NaN,NaN
YCL047C,YCL047C,3,44437,43661,44448,43572,44457,43574,114
SPS22,YCL048W,3,42165,43556,NaN,NaN,NaN,NaN,NaN
YCL049C,YCL049C,3,40724,39786,40779,39648,40779,39603,638
APA1,YCL050C,3,38801,37836,38863,37722,38863,37722,785
LRE1,YCL051W,3,35865,37616,35585,37731,35584,37662,149
PBN1,YCL052C,3,35393,34143,35436,33973,35426,33985,149
SPB1,YCL054W,3,31449,33974,31429,34078,31432,34078,1000
KAR4,YCL055W,3,27929,28936,27904,29111,27923,29019,521
YCL056C,YCL056C,3,27359,26925,27383,26910,27390,26897,521
PRD1,YCL057W,3,24768,26906,24760,27012,24782,27035,407
FYV5,YCL058C,3,23981,23523,NaN,NaN,NaN,NaN,NaN
KRR1,YCL059C,3,23379,22429,23404,22323,23404,22318,158
MRC1,YCL061C,3,22106,18816,22172,18649,22154,18624,151
VAC17,YCL063W,3,17290,18561,17250,18714,17274,18693,351
CHA1,YCL064C,3,16880,15798,16899,15702,16890,15712,351
YCL065W,YCL065W,3,13751,14119,NaN,NaN,NaN,NaN,NaN
HMLALPHA1,YCL066W,3,13282,13809,NaN,NaN,NaN,NaN,NaN
HMLALPHA2,YCL067C,3,13018,12386,NaN,NaN,12887,12297,NaN
YCL068C,YCL068C,3,12285,11503,NaN,NaN,NaN,NaN,NaN
VBA3,YCL069W,3,9706,11082,NaN,NaN,NaN,NaN,NaN
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YCL074W,YCL074W,3,2824,3750,NaN,NaN,NaN,NaN,NaN
YCL075W,YCL075W,3,2126,2566,NaN,NaN,NaN,NaN,NaN
YCL076W,YCL076W,3,1392,2135,NaN,NaN,NaN,NaN,NaN
YCR001W,YCR001W,3,115685,115999,NaN,NaN,NaN,NaN,NaN
CDC10,YCR002C,3,118348,117380,118403,117295,118393,117321,195
MRPL32,YCR003W,3,118620,119171,118598,119276,118598,119276,195
YCP4,YCR004C,3,120318,119575,120424,119390,120508,119468,376
CIT2,YCR005C,3,122328,120946,122385,120800,122388,120814,1000
YCR006C,YCR006C,3,123003,122530,NaN,NaN,NaN,NaN,NaN
YCR007C,YCR007C,3,126730,126011,127386,125931,NaN,125931,641
SAT4,YCR008W,3,128470,130281,128027,130550,128007,130539,641
RVS161,YCR009C,3,131542,130745,131595,130643,131623,130646,496
ADY2,YCR010C,3,133124,132273,133236,132091,NaN,132144,431
ADP1,YCR011C,3,136873,133724,137005,133667,137024,133667,701
PGK1,YCR012W,3,137746,138996,137706,139154,137706,139154,701
YCR013C,YCR013C,3,139049,138402,NaN,NaN,NaN,NaN,NaN
POL4,YCR014C,3,140933,139185,141096,139176,NaN,139078,40
YCR015C,YCR015C,3,142170,141217,142200,141136,142194,141135,1000
YCR016W,YCR016W,3,143634,144506,143608,144675,143608,144662,1000
CWH43,YCR017C,3,147634,144773,147663,144583,147663,144588,1000
SRD1,YCR018C,3,148903,148238,NaN,NaN,148601,148088,NaN
MAK32,YCR019W,3,152837,153928,152699,154042,152711,154055,1000
PET18,YCR020C,3,154659,154012,155105,153935,NaN,153941,5
HSP30,YCR021C,3,157107,156109,157214,155931,157207,155930,815
YCR022C,YCR022C,3,157765,157421,158029,157141,NaN,NaN,268
YCR023C,YCR023C,3,160373,158538,160450,158297,160463,158297,152
SLM5,YCR024C,3,162222,160744,162241,160602,NaN,160623,168
YCR025C,YCR025C,3,163856,163446,165446,163362,NaN,NaN,967
NPP1,YCR026C,3,166339,164111,166413,163896,166413,163896,324
RHB1,YCR027C,3,167999,167370,168174,166737,168174,167206,1000
FEN2,YCR028C,3,172424,170886,172542,170628,172542,170631,216
SYP1,YCR030C,3,176438,173826,176523,173653,176497,173653,876
RPS14A,YCR031C,3,178220,177500,178241,177399,178261,177399,1000
BPH1,YCR032W,3,179520,186023,179414,186054,179391,186144,1000
SNT1,YCR033W,3,186489,190169,186286,190334,186288,190326,232
FEN1,YCR034W,3,190592,191635,190566,191802,190566,191802,232
RRP43,YCR035C,3,193018,191834,193038,191689,193028,191689,250
RBK1,YCR036W,3,193297,194298,193288,194381,193280,194384,250
PHO87,YCR037C,3,197185,194414,197234,194318,197216,194323,1000
BUD5,YCR038C,3,199549,197621,NaN,NaN,NaN,197521,NaN
MATALPHA2,YCR039C,3,200178,199546,NaN,NaN,200050,199464,NaN
MATALPHA1,YCR040W,3,200442,200969,NaN,NaN,NaN,201190,NaN
YCR041W,YCR041W,3,200911,201243,NaN,NaN,NaN,NaN,NaN
TAF2,YCR042C,3,205397,201174,205418,201157,205420,201055,677
YCR043C,YCR043C,3,206644,206261,206677,206095,206668,206095,111
PER1,YCR044C,3,207950,206877,207957,206788,207968,206779,177
RRT12,YCR045C,3,209610,208135,NaN,NaN,NaN,207846,NaN
IMG1,YCR046C,3,210423,209914,210429,209808,210429,209808,88
BUD23,YCR047C,3,211545,210718,211625,210517,211634,210517,250
ARE1,YCR048W,3,211929,213761,211875,213976,211885,213935,250
YCR049C,YCR049C,3,212317,211871,NaN,NaN,NaN,NaN,NaN
YCR050C,YCR050C,3,213772,213464,NaN,NaN,NaN,NaN,NaN
YCR051W,YCR051W,3,214071,214739,214047,214871,214047,214871,71
RSC6,YCR052W,3,214994,216445,214961,216655,214959,216630,90
THR4,YCR053W,3,216697,218241,216653,218327,216656,218321,1000
CTR86,YCR054C,3,220067,218376,220137,218196,220145,218136,207
PWP2,YCR057C,3,223228,220457,223290,220344,223290,220344,957
YIH1,YCR059C,3,224230,223454,224247,223273,224247,223273,135
TAH1,YCR060W,3,224399,224734,224382,224750,224386,224867,135
YCR061W,YCR061W,3,225563,227458,225538,227816,225505,227817,788
BUD31,YCR063W,3,228318,228791,228296,229272,228280,NaN,205
YCR064C,YCR064C,3,228505,228095,228509,228091,NaN,NaN,644
HCM1,YCR065W,3,229310,231004,229153,231334,229256,231352,644
RAD18,YCR066W,3,231500,232963,231450,233126,231450,233126,116
SED4,YCR067C,3,236322,233125,236441,233049,236429,233028,647
ATG15,YCR068W,3,237214,238776,237088,240132,237083,NaN,647
CPR4,YCR069W,3,239055,240011,238908,240132,238908,240130,1000
IMG2,YCR071C,3,240543,240103,240580,240024,240588,240024,121
RSA4,YCR072C,3,242352,240805,242378,240701,242378,240724,138
SSK22,YCR073C,3,246583,242588,246648,242516,246648,242516,297
ERS1,YCR075C,3,248815,248033,248825,247889,248836,247889,136
YCR076C,YCR076C,3,250045,249293,250062,249189,250046,249188,40
PAT1,YCR077C,3,252628,250238,252670,250102,252661,250100,148
PTC6,YCR079W,3,252845,254173,252818,254299,252839,254299,148
SRB8,YCR081W,3,254371,258654,254325,258845,NaN,NaN,26
AHC2,YCR082W,3,258883,259269,258853,259376,258853,259362,8
TRX3,YCR083W,3,259578,259961,259543,260084,259543,260077,167
TUP1,YCR084C,3,262452,260311,262677,260160,262677,259972,665
YCR085W,YCR085W,3,262916,263269,NaN,NaN,NaN,NaN,NaN
CSM1,YCR086W,3,263392,263964,263342,264017,263348,264017,665
YCR087W,YCR087W,3,263976,264491,NaN,NaN,NaN,NaN,NaN
ABP1,YCR088W,3,265068,266846,265026,266979,265030,266979,523
FIG2,YCR089W,3,267434,272263,267149,272293,267138,272322,170
YCR090C,YCR090C,3,272863,272315,272900,272240,272891,272248,1000
KIN82,YCR091W,3,274404,276566,274343,276681,NaN,NaN,1000
MSH3,YCR092C,3,279820,276764,279856,276558,279856,276617,189
CDC39,YCR093W,3,280117,286443,280045,286525,280087,286548,189
CDC50,YCR094W,3,286762,287937,286709,288211,286699,288211,184
OCA4,YCR095C,3,289258,288170,289296,288114,289296,288114,182
HMRA2,YCR096C,3,293538,293179,NaN,NaN,293680,293095,NaN
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIT1,YCR098C,3,298605,297049,298664,296791,298579,296795,1000
YCR099C,YCR099C,3,301299,300832,303007,300566,NaN,300566,3
YCR100C,YCR100C,3,302221,301271,303010,300566,NaN,NaN,1000
YCR101C,YCR101C,3,303030,302482,NaN,NaN,303034,NaN,NaN
YCR102C,YCR102C,3,305467,304361,305537,304099,305537,304096,1000
PAU3,YCR104W,3,307801,308175,NaN,NaN,307514,NaN,NaN
ADH7,YCR105W,3,309070,310155,NaN,NaN,NaN,310186,NaN
RDS1,YCR106W,3,310958,313456,310936,314561,310928,NaN,8
AAD3,YCR107W,3,313890,314981,310928,315306,NaN,315246,1000
RMD1,YDL001W,4,447984,449276,447910,449392,447926,449392,258
NHP10,YDL002C,4,447578,446967,447652,446682,447648,446684,258
MCD1,YDL003W,4,444683,446383,444599,446490,444585,446490,854
ATP16,YDL004W,4,443029,443511,442986,443745,442986,443709,641
MED2,YDL005C,4,442309,441014,442345,440787,442349,440769,641
PTC1,YDL006W,4,439909,440754,439588,440870,439561,440858,149
RPT2,YDL007W,4,438047,439360,438014,439439,438009,439422,1000
APC11,YDL008W,4,433497,433994,433471,434108,433497,434093,167
YDL009C,YDL009C,4,433248,432925,NaN,NaN,NaN,NaN,NaN
GRX6,YDL010W,4,432330,433025,432297,433304,432297,433312,763
YDL011C,YDL011C,4,432631,432308,NaN,NaN,NaN,NaN,NaN
YDL012C,YDL012C,4,431517,431108,431534,430944,431534,430944,763
SLX5,YDL013W,4,429067,430926,428921,431040,428930,431024,409
NOP1,YDL014W,4,427364,428347,427221,428512,427221,428562,241
TSC13,YDL015C,4,426934,426002,426980,425768,426980,425758,241
YDL016C,YDL016C,4,425872,425570,NaN,NaN,NaN,NaN,NaN
CDC7,YDL017W,4,424209,425732,424186,425846,424186,425846,616
ERP3,YDL018C,4,423510,422833,423570,422744,423570,422565,616
OSH2,YDL019C,4,421514,417663,421727,417573,421724,417580,1000
RPN4,YDL020C,4,416708,415113,416945,414967,416952,415067,628
GPM2,YDL021W,4,413953,414888,413929,414963,413918,415124,773
GPD1,YDL022W,4,411825,413000,411760,413156,411760,413156,1000
YDL023C,YDL023C,4,412081,411761,NaN,NaN,NaN,NaN,NaN
DIA3,YDL024C,4,409857,408451,409868,408199,NaN,408109,1000
RTK1,YDL025C,4,407206,405344,407402,405237,407416,405151,797
YDL026W,YDL026W,4,404749,405060,NaN,NaN,NaN,NaN,NaN
YDL027C,YDL027C,4,404957,403695,405003,403544,405003,403687,234
MPS1,YDL028C,4,403291,400997,403426,400841,403415,400832,118
ARP2,YDL029W,4,399340,400638,399320,400791,399312,400761,100
PRP9,YDL030W,4,397537,399129,397476,399220,397458,399220,191
DBP10,YDL031W,4,394217,397204,394165,397285,394164,397292,214
YDL032W,YDL032W,4,393690,394001,NaN,NaN,NaN,NaN,NaN
SLM3,YDL033C,4,393912,392659,393951,392406,393959,392406,214
YDL034W,YDL034W,4,391783,392127,NaN,NaN,NaN,NaN,NaN
GPR1,YDL035C,4,392057,389172,392341,389041,392341,389037,65
PUS9,YDL036C,4,388901,387513,388910,387310,388881,387376,131
BSC1,YDL037C,4,385587,384601,NaN,NaN,385765,NaN,NaN
,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRM7,YDL039C,4,384081,381985,NaN,NaN,NaN,381871,NaN
NAT1,YDL040C,4,381438,378874,381471,378762,381465,378762,1000
YDL041W,YDL041W,4,378102,378455,378068,378875,NaN,NaN,1000
SIR2,YDL042C,4,378445,376757,378490,376643,378505,376643,272
PRP11,YDL043C,4,376480,375680,376518,375371,376533,375607,125
MTF2,YDL044C,4,375289,373967,375314,373891,375294,373887,57
FAD1,YDL045C,4,373608,372688,373725,372561,373744,372561,166
NPC2,YDL046W,4,371240,371761,371188,372038,371173,372038,233
SIT4,YDL047W,4,369771,370706,369315,370955,369566,371028,1000
STP4,YDL048C,4,368211,366739,368261,366653,NaN,366660,1000
KNH1,YDL049C,4,365874,365068,366006,364809,366051,NaN,647
YDL050C,YDL050C,4,364817,364446,NaN,NaN,NaN,NaN,NaN
LHP1,YDL051W,4,363952,364779,363929,364885,363910,364891,310
SLC1,YDL052C,4,363583,362672,363619,362595,363619,362582,310
PBP4,YDL053C,4,362256,361699,362432,361509,362454,361509,163
MCH1,YDL054C,4,361285,359825,361371,359746,361371,359742,138
PSA1,YDL055C,4,356759,355674,356908,355521,356908,355431,1000
MBP1,YDL056W,4,352877,355378,352769,355433,352762,355453,283
YDL057W,YDL057W,4,351434,352420,351407,352486,351387,352461,270
USO1,YDL058W,4,345665,351037,345601,351137,345585,351190,524
RAD59,YDL059C,4,344953,344237,345077,343981,345066,343972,524
TSR1,YDL060W,4,341619,343985,341601,344041,341599,344124,781
RPS29B,YDL061C,4,340798,340628,340820,340461,341215,340461,781
YDL062W,YDL062W,4,339857,340282,NaN,NaN,NaN,NaN,NaN
YDL063C,YDL063C,4,340134,338272,340221,338168,340202,338128,240
UBC9,YDL064W,4,337487,338070,337458,338170,337447,338170,162
PEX19,YDL065C,4,337277,336249,337296,336225,337318,336217,162
IDP1,YDL066W,4,334835,336121,334814,336284,334818,336219,372
COX9,YDL067C,4,334396,334217,334438,333975,334442,333983,4
YDL068W,YDL068W,4,333500,333829,NaN,NaN,NaN,NaN,NaN
CBS1,YDL069C,4,333810,333121,333943,333001,333642,333003,32
BDF2,YDL070W,4,331024,332940,331001,333097,330992,333097,491
YDL071C,YDL071C,4,331040,330666,334442,329748,NaN,NaN,372
YET3,YDL072C,4,330447,329836,330510,329748,330518,329748,491
YDL073W,YDL073W,4,326613,329567,326433,329623,326433,329623,212
BRE1,YDL074C,4,326149,324047,326221,323938,326221,323953,212
RPL31A,YDL075W,4,322226,322988,322195,323055,322195,323055,496
RXT3,YDL076C,4,321552,320668,321699,320474,321675,320409,496
VAM6,YDL077C,4,320120,316971,320309,316869,320290,316856,165
MDH3,YDL078C,4,316388,315357,316451,315260,316460,315273,418
MRK1,YDL079C,4,314748,312951,314829,312773,314982,312823,431
THI3,YDL080C,4,312471,310642,312656,310475,312680,310474,117
